Host,phylumH,classH,orderH,familyH,genusH,YearH,Parasite,phylumP,classP,orderP,familyP,genusP,YearP
Triakis scyllium,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,1839,Scyphophyllidium triacis,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Paraorygmatobothrium,1952
Triakis scyllium,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,1839,Scyphophyllidium triacis,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Scyphophyllidium,1952
Chiloscyllium punctatum,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,1838,Scyphophyllidium tyleri,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Orectolobicestus,2006
Chiloscyllium punctatum,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,1838,Scyphophyllidium tyleri,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Scyphophyllidium,2006
Rhizoprionodon acutus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,1837,Scyphophyllidium typicum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Paraorygmatobothrium,1955
Rhizoprionodon acutus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,1837,Scyphophyllidium typicum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Scyphophyllidium,1955
Rhizoprionodon acutus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,1837,Scyphophyllidium typicum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Phyllobothrium,1955
Rhizoprionodon acutus,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,Carcharias,1837,Scyphophyllidium typicum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Paraorygmatobothrium,1955
Rhizoprionodon acutus,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,Carcharias,1837,Scyphophyllidium typicum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Scyphophyllidium,1955
Rhizoprionodon acutus,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,Carcharias,1837,Scyphophyllidium typicum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Phyllobothrium,1955
Rhizoprionodon acutus,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,Carcharias,1837,Scyphophyllidium typicum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Paraorygmatobothrium,1955
Rhizoprionodon acutus,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,Carcharias,1837,Scyphophyllidium typicum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Scyphophyllidium,1955
Rhizoprionodon acutus,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,Carcharias,1837,Scyphophyllidium typicum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Phyllobothrium,1955
Rhizoprionodon acutus,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,Carcharias,1837,Scyphophyllidium typicum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Paraorygmatobothrium,1955
Rhizoprionodon acutus,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,Carcharias,1837,Scyphophyllidium typicum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Scyphophyllidium,1955
Rhizoprionodon acutus,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,Carcharias,1837,Scyphophyllidium typicum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Phyllobothrium,1955
Carcharhinus cautus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,1945,Scyphophyllidium ullmanni,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Paraorygmatobothrium,2017
Carcharhinus cautus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,1945,Scyphophyllidium ullmanni,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Scyphophyllidium,2017
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Pastinachus,1775,Sephenicephalum dnyandevi,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidea incertae sedis,Sephenicephalum,2002
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1775,Sephenicephalum dnyandevi,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidea incertae sedis,Sephenicephalum,2002
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1775,Sephenicephalum dnyandevi,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidea incertae sedis,Sephenicephalum,2002
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Hypolophus,1775,Sephenicephalum dnyandevi,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidea incertae sedis,Sephenicephalum,2002
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasybatus,1775,Sephenicephalum dnyandevi,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidea incertae sedis,Sephenicephalum,2002
Rhinoptera steindachneri,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Rhinoptera,1891,Serendip danbrooksi,Platyhelminthes,Cestoda,Tetraphyllidea,Serendipidae,Serendip,2015
Rhinoptera steindachneri,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Rhinoptera,1891,Serendip deborahae,Platyhelminthes,Cestoda,Tetraphyllidea,Serendipidae,Serendip,1995
Himantura australis,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,2016,Seussapex karybares,Platyhelminthes,Cestoda,Lecanicephalidea,Polypocephalidae,Seussapex,2014
Aetobatus ocellatus,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetobatus,1823,Seussapex narinari,Platyhelminthes,Cestoda,Lecanicephalidea,Polypocephalidae,Seussapex,1917
Hemitrygon fluviorum,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Hemitrygon,1908,Shirleyrhynchus butlerae,Platyhelminthes,Cestoda,Trypanorhyncha,Rhinoptericolidae,Shirleyrhynchus,1988
Hemitrygon fluviorum,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1908,Shirleyrhynchus butlerae,Platyhelminthes,Cestoda,Trypanorhyncha,Rhinoptericolidae,Shirleyrhynchus,1988
Urotrygon aspidura,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urotrygon,1882,Shirleyrhynchus panamensis,Platyhelminthes,Cestoda,Trypanorhyncha,Rhinoptericolidae,Shirleyrhynchus,2016
Liparis liparis,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,1766,Spathebothrium simplex,Platyhelminthes,Cestoda,Spathebothriidea,Spathebothriidae,Spathebothrium,1922
Thunnus obesus,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,1839,Sphyriocephalus dollfusi,Platyhelminthes,Cestoda,Trypanorhyncha,Sphyriocephalidae,Sphyriocephalus,1968
Alopias superciliosus,Chordata,Elasmobranchii,Lamniformes,Alopiidae,Alopias,1841,Sphyriocephalus pelorosoma,Platyhelminthes,Cestoda,Trypanorhyncha,Sphyriocephalidae,Sphyriocephalus,1974
Dalatias licha,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,Dalatias,1788,Sphyriocephalus viridis,Platyhelminthes,Cestoda,Trypanorhyncha,Sphyriocephalidae,Sphyriocephalus,1854
Chiloscyllium punctatum,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,1838,Spiniloculus calhouni,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Spiniloculus,2011
Chiloscyllium punctatum,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,1838,Spiniloculus fylerae,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Spiniloculus,2011
Chiloscyllium punctatum,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,1838,Spiniloculus paigeae,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Spiniloculus,2011
Nebrius ferrugineus,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Nebrius,1831,Spiniloculus ratnagiriensis,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Spiniloculus,1980
Nebrius ferrugineus,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,1831,Spiniloculus ratnagiriensis,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Spiniloculus,1980
Rhynchobatus djiddensis,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhynchobatus,1775,Spongiobothrium lintoni,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Spongiobothrium,1912
Rhynchobatus djiddensis,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhynchobatus,1775,Spongiobothrium lintoni,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Spongiobothrium,1912
Fontitrygon margaritella,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Fontitrygon,1984,Stillabothrium allisonae,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,2018
Fontitrygon margaritella,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1984,Stillabothrium allisonae,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,2018
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,1830,Stillabothrium amuletum,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Anthobothrium,1987
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,1830,Stillabothrium amuletum,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,1987
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,1830,Stillabothrium amuletum,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Anthobothrium,1987
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,1830,Stillabothrium amuletum,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,1987
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatus,1830,Stillabothrium amuletum,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Anthobothrium,1987
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatus,1830,Stillabothrium amuletum,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,1987
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatus,1830,Stillabothrium amuletum,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Anthobothrium,1987
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatus,1830,Stillabothrium amuletum,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,1987
Himantura tutul,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,2013,Stillabothrium borneoense,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,2021
Zanobatus schoenleinii,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Zanobatus,1841,Stillabothrium cadenati,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhinebothrium,1954
Zanobatus schoenleinii,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Zanobatus,1841,Stillabothrium cadenati,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,1954
Fontitrygon margarita,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Fontitrygon,1870,Stillabothrium charlotteae,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,2018
Pastinachus solocirostris,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Pastinachus,2005,Stillabothrium hyphantoseptum,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,2016
Himantura australis,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,2016,Stillabothrium jeanfortiae,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,2016
Rhina ancylostoma,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhina,1801,Stoibocephalum campanulatum,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Stoibocephalum,1987
Rhina ancylostoma,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhina,1801,Stoibocephalum campanulatum,Platyhelminthes,Cestoda,Lecanicephalidea,Cephalobothriidae,Tylocephalum,1987
Rhina ancylostoma,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhina,1801,Stoibocephalum campanulatum,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Stoibocephalum,1987
Rhina ancylostoma,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhina,1801,Stoibocephalum campanulatum,Platyhelminthes,Cestoda,Lecanicephalidea,Cephalobothriidae,Tylocephalum,1987
Rhynchobatus palpebratus,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhynchobatus,2008,Stoibocephalum koenneckeorum,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Stoibocephalum,2005
Rhynchobatus palpebratus,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhynchobatus,2008,Stoibocephalum koenneckeorum,Platyhelminthes,Cestoda,Lecanicephalidea,Cephalobothriidae,Tylocephalum,2005
Sutorectus tentaculatus,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Sutorectus,1864,Stragulorhynchus orectolobi,Platyhelminthes,Cestoda,Trypanorhyncha,Pterobothriidae,Stragulorhynchus,1988
Sutorectus tentaculatus,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Orectolobus,1864,Stragulorhynchus orectolobi,Platyhelminthes,Cestoda,Trypanorhyncha,Pterobothriidae,Stragulorhynchus,1988
Urogymnus polylepis,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Urogymnus,1852,Sungaicestus kinabatanganensis,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhinebothrium,2006
Urogymnus polylepis,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Urogymnus,1852,Sungaicestus kinabatanganensis,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Sungaicestus,2006
Uranoscopus oligolepis,Chordata,Actinopteri,Perciformes,Uranoscopidae,Uranoscopus,1878,Symbothriorhynchus uranoscopi,Platyhelminthes,Cestoda,Trypanorhyncha,Otobothriidae,Symbothriorhynchus,1952
Mustelus schmitti,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1939,Symcallio barbarae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2002
Mustelus schmitti,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1939,Symcallio barbarae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,2002
Mustelus lunulatus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1882,Symcallio evani,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1985
Mustelus antarcticus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1870,Symcallio hayhowi,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1997
Mustelus antarcticus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1870,Symcallio hayhowi,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1997
Mustelus asterias,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1819,Symcallio leuckarti,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1850
Mustelus asterias,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1819,Symcallio leuckarti,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1850
Mustelus asterias,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1819,Symcallio leuckarti,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1850
Mustelus asterias,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1819,Symcallio leuckarti,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1850
Mustelus mustelus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1758,Symcallio lintoni,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1954
Mustelus mustelus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1758,Symcallio lintoni,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1954
Mustelus mustelus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1758,Symcallio lintoni,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1954
Mustelus mustelus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1758,Symcallio lintoni,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1954
Mustelus mustelus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1758,Symcallio lintoni,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1954
Mustelus mustelus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1758,Symcallio lintoni,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1954
Mustelus mustelus,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,1758,Symcallio lintoni,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1954
Mustelus mustelus,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,1758,Symcallio lintoni,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1954
Mustelus schmitti,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1939,Symcallio lunae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2002
Mustelus schmitti,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1939,Symcallio lunae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,2002
Mustelus californicus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1864,Symcallio pellucidum,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1955
Mustelus californicus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1864,Symcallio pellucidum,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1955
Mustelus palumbes,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1957,Symcallio peteri,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,2015
Mustelus henlei,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1863,Symcallio riseri,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1997
Mustelus henlei,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1863,Symcallio riseri,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1997
Mustelus lenticulatus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1932,Symcallio schneiderae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2008
Mustelus lenticulatus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1932,Symcallio schneiderae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,2008
Mustelus canis,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1815,Symcallio violae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1997
Mustelus canis,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1815,Symcallio violae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1997
Mustelus canis,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1815,Symcallio violae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1997
Mustelus canis,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1815,Symcallio violae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1997
Muraenesox cinereus,Chordata,Actinopteri,Anguilliformes,Muraenesocidae,Muraenesox,1775,Taphrobothrium japonense,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Taphrobothrium,1899
Tachybaptus dominicus,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,1766,Tatria appendiculata,Platyhelminthes,Cestoda,Cyclophyllidea,Amabiliidae,Tatria,1913
Tachybaptus dominicus,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,1766,Tatria appendiculata,Platyhelminthes,Cestoda,Cyclophyllidea,Amabiliidae,Tatria,1913
Podiceps grisegena,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,1783,Tatria fimbriata,Platyhelminthes,Cestoda,Cyclophyllidea,Amabiliidae,Tatria,1972
Tachybaptus ruficollis,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,1764,Tatria iunii,Platyhelminthes,Cestoda,Cyclophyllidea,Amabiliidae,Tatria,1974
Tachybaptus ruficollis,Chordata,Aves,Podicipediformes,Podicipedidae,Colymbus,1764,Tatria iunii,Platyhelminthes,Cestoda,Cyclophyllidea,Amabiliidae,Tatria,1974
Tachybaptus ruficollis,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,1764,Tatria iunii,Platyhelminthes,Cestoda,Cyclophyllidea,Amabiliidae,Tatria,1974
Tachybaptus ruficollis,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,1764,Tatria mathevossianae,Platyhelminthes,Cestoda,Cyclophyllidea,Amabiliidae,Tatria,1956
Tachybaptus ruficollis,Chordata,Aves,Podicipediformes,Podicipedidae,Colymbus,1764,Tatria mathevossianae,Platyhelminthes,Cestoda,Cyclophyllidea,Amabiliidae,Tatria,1956
Tachybaptus ruficollis,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,1764,Tatria mathevossianae,Platyhelminthes,Cestoda,Cyclophyllidea,Amabiliidae,Tatria,1956
Coryphaena hippurus,Chordata,Actinopteri,Carangiformes,Coryphaenidae,Coryphaena,1758,Tentacularia coryphaenae,Platyhelminthes,Cestoda,Trypanorhyncha,Tentaculariidae,Tentacularia,1802
Phaethon rubricauda,Chordata,Aves,Pelecaniformes,Phaethontidae,Phaethon,1783,Tetrabothrius mozambiquus,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,Tetrabothrius,1966
Aetobatus ocellatus,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetobatus,1823,Tetragonocephalum aetiobatidis,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,1905
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Pastinachus,1775,Tetragonocephalum kazemii,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2017
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1775,Tetragonocephalum kazemii,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2017
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1775,Tetragonocephalum kazemii,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2017
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Hypolophus,1775,Tetragonocephalum kazemii,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2017
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasybatus,1775,Tetragonocephalum kazemii,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2017
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Pastinachus,1775,Tetragonocephalum mackenziei,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2017
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1775,Tetragonocephalum mackenziei,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2017
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1775,Tetragonocephalum mackenziei,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2017
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Hypolophus,1775,Tetragonocephalum mackenziei,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2017
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasybatus,1775,Tetragonocephalum mackenziei,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2017
Himantura leoparda,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,2008,Tetragonocephalum passeyi,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2005
Maculabatis randalli,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Maculabatis,2012,Tetragonocephalum sabae,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2016
Maculabatis randalli,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,2012,Tetragonocephalum sabae,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2016
Maculabatis randalli,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Maculabatis,2012,Tetragonocephalum salarii,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2016
Maculabatis randalli,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,2012,Tetragonocephalum salarii,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2016
Brevitrygon walga,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1841,Tetragonocephalum simile,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Lecanicephalum,1928
